idna_subject,checker_type,destination,source,tested_at
bng.btc-alpha.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:30:09.413552
btc.a-ads.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:30:15.311980
bullet.simplemining.net,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:30:41.392849
calendar.coinmama.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:31:03.196687
careers.coinmama.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:31:18.328845
cf-ssl28641-protected.coinbase.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:31:37.707546
chat.coinmama.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:31:58.911196
chf.a-ads.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:32:21.220447
cloud.cryptoguiminer.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:32:36.190474
coinadnet.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:32:57.980040
cpanel.cryptoguiminer.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:33:55.546881
cpanel.imperiumminer.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:34:06.829733
cpanel.support.hashgains.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:34:13.225012
cpanel.uclick.in,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:34:19.505570
dash-bitcore1.trezor.io,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:34:45.225977
dev.a-ads.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:35:06.414781
dev.coinmama.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:35:20.786713
development.btcturk.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:02.765240
development.cryptopia.co.nz,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:09.294351
devtopia.cryptopia.co.nz,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:15.491011
devweb2.cryptopia.co.nz,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:21.631740
dev-xhlkashd.coinmama.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:27.565978
disney.cryptopia.co.nz,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:33.737767
docs.exchange.coinbase.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:36:59.346433
doge.cryptopia.co.nz,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:37:14.356077
ent-api.sandbox.coinbase.com,AVAILABILITY,domains.list,/home/runner/work/ZeroDot1_CoinBlockerLists_optional/ZeroDot1_CoinBlockerLists_optional/domains.list,2021-01-24 10:39:02.274757
